postComment,postCommentAuthor,postCommentTime_final,isSeller,postCommentLength,lns,salesQuantity,producePrice,productBought_ACHAR,productBought_BCP,productBought_BMC,productBought_BP,productBought_BS,productBought_BSS,productBought_BST,productBought_BT78,productBought_BTT,productBought_ER,productBought_FG,productBought_KBP,productBought_KKM,productBought_KN11,productBought_LCT33,productBought_MFC,productBought_NOSTOCK,productBought_OLP239,productBought_OTAK,productBought_PCT,productBought_PR,productBought_RGB,productBought_RGSS,productBought_RST,productBought_SCF,productBought_SL399,productBought_STF,productBought_TPT22,productBought_WAITLONGLONG,productBought_WAK,productBought_WBF
Cooked prawn sweet and cruchy,Winnie Wu,00:55:27,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Shy ur head la,Winnie Wu,00:55:27,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Ss588,Winnie Wu,00:55:27,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Tattoo cool leh show la,Winnie Wu,00:55:27,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
U let me know,Winnie Wu,00:55:27,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Next time u wear sleeveless?,Winnie Wu,00:55:27,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Miko u got lobsters these days?,Winnie Wu,00:55:27,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Ok next round,Winnie Wu,00:55:27,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Swee swee hor yes got both confirmation,Winnie Wu,00:55:27,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Wak+1 rgss+3,Winnie Wu,00:55:27,0,2,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,22.22,0.0
Today hv batang tail?,Like Natalia Akashi,00:55:36,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Sorry red grouper fish bone ,Catherine Lim,00:55:59,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Got fish head ? ,Catherine Lim,00:56:10,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BATANG TAIL 1.1-1.2 KG/ PCS @$28.00 Comment BT28+1 below to join the Sale,OceanStar Seafood,00:56:29,1,13,0,0,$28.00  BT28+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MUST GRAB!!! 3 X MUAR OTAK / PKT @$11.11 Comment OTAK+1 below to join the Sale,OceanStar Seafood,00:56:50,1,16,0,0,$11.11  OTAK+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
What s the code for red grouper fish bone ,Catherine Lim,00:56:59,0,9,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
You got fish sauce,Ong Patsy,00:57:04,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
got salmon head?,Eileen Tan,00:57:07,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
You got black pepper sauce,Ong Patsy,00:57:29,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Code for red grouper fish bone ,Catherine Lim,00:57:29,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
OTAK+2,Kate Tham,00:57:51,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,11.11,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RGB+2,Catherine Lim,00:57:56,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Otak+1,Fabian Low,00:58:22,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,11.11,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
The otak is chunky fish meat?,Fabian Low,00:58:32,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
You got dim sum,Ong Patsy,00:58:48,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bff+,Lee San San,00:58:54,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Xiaomei otak is good,Jack Daniel,00:58:55,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BTT+1,Lee San San,00:59:36,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Miko may I know Tuapan tail how much?,Chiang Kok Chin,00:59:54,0,8,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X SLIPPER LOBSTER 5-8 PCS/ KG @$39.90 Comment SL399+1 below to join the Sale,OceanStar Seafood,01:00:03,1,15,0,0,$39.90  SL399+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BS+1,Debbie Chng,01:00:20,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
still got kunning?,Eileen Tan,01:00:42,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BTT+1,Lee San San,01:00:44,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,01:00:51,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X KUNNING 500G/ PKT @$11.11 Comment KN11+1 below to join the Sale.,OceanStar Seafood,01:01:05,1,13,0,0,$11.11  KN11+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KN11+1,Eileen Tan,01:01:25,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,11.11,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Oh angkong ,Jack Daniel,01:01:46,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Wow  angkong lei  I want to see lei  show show  come come  ,Tricia Avocado Chan,01:02:00,0,12,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ORGANIC COOKED SHRIMP 31-40PCS/ PKT @$ 18.80 Comment SCP+1 below to join the Sale.,OceanStar Seafood,01:02:08,1,14,0,0,$ 18.80  SCP+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Any salmon trout ? ,Catherine Lim,01:02:18,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Hello Miko LNS,Stella Lim,01:02:52,0,3,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
FG+1,Lee San San,01:02:54,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,11.11,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Whole pcs or fillet?,OceanStar Seafood,01:02:56,1,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
PREMIUM GRADE SALMON 2.2-2.4 KG/ PCS @58.80 Comment SS588+1 below to join the Sale,OceanStar Seafood,01:03:48,1,14,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Premium salmon ,Catherine Lim,01:03:53,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST 2 PCS!!! WHITE POMFRET 400-500G/ PCS @ $18.00 Comment WP18+1 below to join the Sale,OceanStar Seafood,01:04:06,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WBF+1,Eileen Tan,01:04:10,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11.11
You mean whole fish ??,Catherine Lim,01:04:31,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
HOKKAIDO SCALLOP 1KG / PKT @ $28.00 Comment HS+1 below to join the Sale,OceanStar Seafood,01:05:09,1,14,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ORGANIC COOKED SHRIMP 31-40PCS/ PKT @$ 18.80 Comment SCP+1 below to join the Sale.,OceanStar Seafood,01:05:17,1,14,0,0,$ 18.80  SCP+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Christmas coming. Got sell any  ? ,Stella Lim,01:06:19,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 x BATANG SOUP SLICED 300G/ PKT @$22.22 Comment BSS+1 below to join the Sale,OceanStar Seafood,01:06:38,1,15,0,0,$22.22  BSS+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
HOKKAIDO SCALLOP 1KG / PKT @ $28.00 Comment HS+1 below to join the Sale,OceanStar Seafood,01:06:46,1,14,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Any salmon fillet ? ,Catherine Lim,01:07:00,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X SILVER POMFRET 350-450G/PCS@ $9.90 Comment SP+1 below to join the Sale,OceanStar Seafood,01:07:02,1,13,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Sell  ? ,Stella Lim,01:07:07,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X CHINESE POMFRET 250-350G/ PCS @$14.00 Comment CP14+1 below to join the Sale,OceanStar Seafood,01:07:12,1,14,0,0,$14.00  CP14+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
SALMON TROUT FILLET 300-350G/ PCS @$8.80 ( PWP ) Comment STF+1 below to join the Sale.,OceanStar Seafood,01:07:24,1,16,0,0,$8.80 ( PWP )  STF+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
STF+2,Catherine Lim,01:07:46,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,8.8,0.0,0,0.0,0.0
PONTIAN BABY WHITE POMFRET 450G+-/ PKT @ $8.80 Comment BWP+1 below to join the Sale,OceanStar Seafood,01:08:04,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X FRANCE COD FL 400-500G/ PKT @$59.90 Comment FCF+1 below to join the Sale,OceanStar Seafood,01:08:21,1,15,0,0,$59.90  FCF+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,01:08:56,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X KOREAN FLOWER CLAM 500G/ PKT @$8.00 Comment KFC+1 below to join the Sale,OceanStar Seafood,01:09:15,1,15,0,0,$8.00  KFC+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
I want christmas roasted chicken leh.,Stella Lim,01:09:23,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST SET!! 2 X MALA FLOWER CLAM 500G/ PKT @ $ 9.90 Comment MFC+1 below to join the Sale,OceanStar Seafood,01:09:36,1,19,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
JAPAN SEASONED JELLY FISH 1KG/ PKT @$30 Comment SJF+1 below to join the Sale.,OceanStar Seafood,01:10:15,1,14,0,0,$30  SJF+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ANG KO LI TAIL 1.1-1.2 KG/ PCS @ $19.90 Comment AKLT+1 below to join the Sale,OceanStar Seafood,01:11:16,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X LEATHER JACKET 600-700G/ PCS @ $19.90 Comment LJ199+1 below to join the Sale,OceanStar Seafood,01:11:34,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
The mala flower clam open and cook can le is it? ,Tricia Avocado Chan,01:11:42,0,11,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X YELLOW CROAKER 400-450G/ PCS @$22.00 Comment YC+1 below to join the Sale,OceanStar Seafood,01:11:45,1,14,0,0,$22.00  YC+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MFC+1,Tricia Avocado Chan,01:12:19,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Miko can help to find fried crabsticks for cny ? CNY coming soon too haha. I thk miko will kill me - so many requests ,Stella Lim,01:13:03,0,25,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Y like this . ,Tricia Avocado Chan,01:13:08,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST 2 PCS!!! WHITE POMFRET 400-500G/ PCS @ $18.00 Comment WP18+1 below to join the Sale,OceanStar Seafood,01:13:41,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
v soon leh. CNY 1st feb ,Stella Lim,01:14:02,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BALAI THREADFIN WHOLE 5.4-5.8 KG/ PCS @$111.10 Comment BTW111+1 below to join the Sale,OceanStar Seafood,01:14:12,1,14,0,0,$111.10  BTW111+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
u can start sell cny soon.,Stella Lim,01:14:18,0,6,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
What is the code for cai er,Ong Patsy,01:14:30,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Got kanikama? ,Tricia Avocado Chan,01:14:39,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X JP KANIKAMA 500G/PKT @ $29.90 Comment KKM+1 below to join the Sale,OceanStar Seafood,01:15:18,1,14,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
We tot u busy looking for wild caibuay,Fabian Low,01:15:32,0,8,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KKM+1,Tricia Avocado Chan,01:15:38,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KkM+1,Lee San San,01:16:04,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ER+1,Ong Patsy,01:16:20,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Cai Buay pen cai,Stella Lim,01:16:29,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Otak otak,Fabian Low,01:16:32,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Sis going back to find husband ah?,Fabian Low,01:17:13,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
 stop  ,Fabian Low,01:18:08,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Hi miko Is the organic prawn fresh or frozen?,Sherlyn Khoo,01:18:09,0,9,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bambi stick. Lol,Fabian Low,01:19:34,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bamboo stick*,Fabian Low,01:19:41,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Rgss+1,Lee San San,01:19:45,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,11.11,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bye bye . whatsapp me ah .,Tricia Avocado Chan,01:19:58,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bye bye  ,Fabian Low,01:20:10,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bye,Lee San San,01:20:15,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
